provider_id,provider_name,product_id,staffel_min,staffel_max,min_looptijd_maanden,max_looptijd_maanden,rente_percentage,kosten_eenmalig,kosten_periodiek,geldig_vanaf,bron_url,bron_regel
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,192,192,2.75,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 16 jaar 2.75%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,204,204,2.75,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 17 jaar 2.75%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,216,216,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 18 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,228,228,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 19 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,240,240,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 20 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,252,252,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 21 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,264,264,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 22 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,276,276,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 23 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,288,288,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 24 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,300,300,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 25 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,312,312,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 26 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,324,324,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 27 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,336,336,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 28 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,348,348,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 29 jaar 2.8%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,360,360,2.8,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 30 jaar 2.8%
